mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
1,0,0,1,0,1,3,112,4.03E+04,-4.59E+03,2.83E+00,-4.59E+03,-3.82E+01,1.49E+03,7.63E+01,-7.65E+02,15,5.30E+00,2.53E+00,2.36E+09,2.54E+09,6.00E+02,5.65E-01,7.65E+02,0.00E+00,7.65E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.30E+01,6.18E-01
1,0,0,1,0,1,3,112,4.03E+04,-4.59E+03,2.79E+00,-4.59E+03,-3.82E+01,1.46E+03,7.64E+01,-8.03E+02,15,5.30E+00,2.64E+00,2.36E+09,2.55E+09,6.30E+02,5.76E-01,8.03E+02,0.00E+00,8.03E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.28E+01,6.07E-01
1,0,0,1,0,1,3,112,4.03E+04,-4.59E+03,2.74E+00,-4.59E+03,-3.82E+01,1.42E+03,7.65E+01,-8.41E+02,15,5.30E+00,2.74E+00,2.36E+09,2.57E+09,6.60E+02,5.87E-01,8.41E+02,0.00E+00,8.41E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.26E+01,5.96E-01
1,0,0,1,0,1,3,112,4.04E+04,-4.59E+03,2.69E+00,-4.59E+03,-3.82E+01,1.38E+03,7.66E+01,-8.79E+02,15,5.30E+00,2.85E+00,2.36E+09,2.58E+09,6.90E+02,5.98E-01,8.79E+02,0.00E+00,8.79E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.23E+01,5.86E-01
1,0,0,1,0,1,3,112,4.04E+04,-4.59E+03,2.64E+00,-4.59E+03,-3.82E+01,1.34E+03,7.67E+01,-9.18E+02,15,5.30E+00,2.95E+00,2.36E+09,2.59E+09,7.20E+02,6.09E-01,9.18E+02,0.00E+00,9.18E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.21E+01,5.75E-01
1,0,0,1,0,1,3,112,4.04E+04,-4.59E+03,2.59E+00,-4.59E+03,-3.82E+01,1.30E+03,7.68E+01,-9.56E+02,15,5.30E+00,3.05E+00,2.36E+09,2.60E+09,7.50E+02,6.21E-01,9.56E+02,0.00E+00,9.56E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.19E+01,5.65E-01
1,0,0,1,0,1,3,112,4.05E+04,-4.59E+03,2.56E+00,-4.59E+03,-3.82E+01,1.26E+03,7.69E+01,-9.94E+02,15,5.30E+00,3.15E+00,2.36E+09,2.63E+09,7.80E+02,6.32E-01,9.94E+02,0.00E+00,9.94E+02,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.17E+01,5.57E-01
1,0,0,1,0,1,3,112,4.05E+04,-4.59E+03,2.53E+00,-4.59E+03,-3.82E+01,1.23E+03,7.70E+01,-1.03E+03,15,5.30E+00,3.24E+00,2.36E+09,2.69E+09,8.10E+02,6.43E-01,1.03E+03,0.00E+00,1.03E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.16E+01,5.52E-01
1,0,0,1,0,1,3,112,4.05E+04,-4.59E+03,2.52E+00,-4.59E+03,-3.82E+01,1.19E+03,7.71E+01,-1.07E+03,15,5.30E+00,3.34E+00,2.36E+09,2.75E+09,8.40E+02,6.54E-01,1.07E+03,0.00E+00,1.07E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.16E+01,5.49E-01
1,0,0,1,0,1,3,112,4.05E+04,-4.59E+03,2.50E+00,-4.59E+03,-3.82E+01,1.15E+03,7.72E+01,-1.11E+03,15,5.30E+00,3.44E+00,2.36E+09,2.82E+09,8.70E+02,6.65E-01,1.11E+03,0.00E+00,1.11E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.15E+01,5.45E-01
1,0,0,1,0,1,3,112,4.06E+04,-4.59E+03,2.48E+00,-4.59E+03,-3.82E+01,1.11E+03,7.73E+01,-1.15E+03,15,5.30E+00,3.53E+00,2.36E+09,2.87E+09,9.00E+02,6.76E-01,1.15E+03,0.00E+00,1.15E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.14E+01,5.40E-01
1,0,0,1,0,1,3,112,4.06E+04,-4.59E+03,2.45E+00,-4.59E+03,-3.82E+01,1.07E+03,7.74E+01,-1.19E+03,15,5.30E+00,3.62E+00,2.36E+09,2.91E+09,9.30E+02,6.87E-01,1.19E+03,0.00E+00,1.19E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.12E+01,5.34E-01
1,0,0,1,0,1,3,112,4.06E+04,-4.59E+03,2.42E+00,-4.59E+03,-3.82E+01,1.03E+03,7.75E+01,-1.22E+03,15,5.30E+00,3.72E+00,2.36E+09,2.93E+09,9.60E+02,6.99E-01,1.22E+03,0.00E+00,1.22E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.11E+01,5.27E-01
1,0,0,1,0,1,3,112,4.07E+04,-4.59E+03,2.36E+00,-4.59E+03,-3.82E+01,9.96E+02,7.76E+01,-1.26E+03,15,5.30E+00,3.81E+00,2.36E+09,2.93E+09,9.90E+02,7.10E-01,1.26E+03,0.00E+00,1.26E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.08E+01,5.15E-01
1,0,0,1,0,1,3,112,4.07E+04,-4.59E+03,2.29E+00,-4.59E+03,-3.82E+01,9.58E+02,7.77E+01,-1.30E+03,15,5.30E+00,3.90E+00,2.36E+09,2.88E+09,1.02E+03,7.21E-01,1.30E+03,0.00E+00,1.30E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.05E+01,4.99E-01
1,0,0,1,0,1,3,112,4.07E+04,-4.59E+03,2.19E+00,-4.59E+03,-3.82E+01,9.20E+02,7.78E+01,-1.34E+03,15,5.30E+00,3.98E+00,2.36E+09,2.80E+09,1.05E+03,7.32E-01,1.34E+03,0.00E+00,1.34E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-1.01E+01,4.78E-01
1,0,0,1,0,1,3,112,4.08E+04,-4.59E+03,2.08E+00,-4.59E+03,-3.82E+01,8.82E+02,7.79E+01,-1.38E+03,15,5.30E+00,4.07E+00,2.36E+09,2.70E+09,1.08E+03,7.43E-01,1.38E+03,0.00E+00,1.38E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-9.54E+00,4.53E-01
1,0,0,1,0,1,3,112,4.08E+04,-4.59E+03,1.94E+00,-4.59E+03,-3.82E+01,8.43E+02,7.79E+01,-1.41E+03,15,5.30E+00,4.14E+00,2.36E+09,2.58E+09,1.11E+03,7.54E-01,1.41E+03,0.00E+00,1.41E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-8.90E+00,4.23E-01
1,0,0,1,0,1,3,112,4.08E+04,-4.59E+03,1.76E+00,-4.59E+03,-3.82E+01,8.05E+02,7.80E+01,-1.45E+03,15,5.30E+00,4.21E+00,2.36E+09,2.42E+09,1.14E+03,7.65E-01,1.45E+03,0.00E+00,1.45E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-8.07E+00,3.83E-01
1,0,0,1,0,1,3,112,4.08E+04,-4.59E+03,1.50E+00,-4.59E+03,-3.49E+01,7.70E+02,7.81E+01,-1.49E+03,15,5.30E+00,4.27E+00,2.36E+09,2.22E+09,1.17E+03,7.76E-01,1.49E+03,0.00E+00,1.49E+03,0.00E+00,0.00E+00,-4.59E+03,7.00E+00,-6.88E+00,3.27E-01
1,0,0,1,0,1,3,112,4.08E+04,-4.59E+03,1.50E+00,-4.59E+03,-2.55E-03,7.70E+02,7.81E+01,-1.49E+03,15,5.30E+00,4.27E+00,2.36E+09,2.22E+09,1.17E+03,7.76E-01,1.49E+03,0.00E+00,1.49E+03,9.40E+01,0.00E+00,-4.59E+03,7.00E+00,-6.88E+00,3.27E-01
1,1,0,0,1,0,1,112,4.08E+04,2.00E+03,1.68E+00,1.98E+03,1.10E-03,7.70E+02,7.81E+01,1.10E-03,16,1.85E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.76E-01,0.00E+00,1.10E-03,1.10E-03,0.00E+00,0.00E+00,2.00E+03,8.00E+00,3.34E+00,8.50E-01
1,1,0,0,0,0,1,112,4.09E+04,2.00E+03,2.28E+00,2.01E+03,1.67E+01,8.04E+02,7.81E+01,3.34E+01,16,7.31E-02,0.00E+00,2.03E+08,0.00E+00,6.00E+01,7.66E-01,0.00E+00,3.34E+01,3.34E+01,0.00E+00,0.00E+00,2.00E+03,8.00E+00,4.57E+00,1.13E+00
1,1,0,0,0,0,1,112,4.09E+04,2.00E+03,2.34E+00,2.01E+03,1.67E+01,8.20E+02,7.82E+01,5.01E+01,16,1.12E-01,0.00E+00,2.76E+08,0.00E+00,9.00E+01,7.61E-01,0.00E+00,5.01E+01,5.01E+01,0.00E+00,0.00E+00,2.00E+03,8.00E+00,4.69E+00,1.17E+00
1,1,0,0,0,0,1,112,4.10E+04,2.00E+03,2.39E+00,2.01E+03,1.67E+01,8.37E+02,7.82E+01,6.69E+01,16,1.51E-01,0.00E+00,3.39E+08,0.00E+00,1.20E+02,7.56E-01,0.00E+00,6.69E+01,6.69E+01,0.00E+00,0.00E+00,2.00E+03,8.00E+00,4.80E+00,1.19E+00
1,1,0,0,0,0,1,112,4.10E+04,2.00E+03,2.45E+00,2.01E+03,1.67E+01,8.54E+02,7.83E+01,8.36E+01,16,1.92E-01,0.00E+00,3.95E+08,0.00E+00,1.50E+02,7.51E-01,0.00E+00,8.36E+01,8.36E+01,0.00E+00,0.00E+00,2.00E+03,8.00E+00,4.90E+00,1.22E+00
1,1,0,0,0,0,1,112,4.10E+04,2.00E+03,2.49E+00,2.01E+03,1.67E+01,8.71E+02,7.83E+01,1.00E+02,16,2.33E-01,0.00E+00,4.45E+08,0.00E+00,1.80E+02,7.46E-01,0.00E+00,1.00E+02,1.00E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.00E+00,1.24E+00
1,1,0,0,0,0,1,112,4.11E+04,2.00E+03,2.54E+00,2.01E+03,1.67E+01,8.87E+02,7.83E+01,1.17E+02,16,2.75E-01,0.00E+00,4.91E+08,0.00E+00,2.10E+02,7.41E-01,0.00E+00,1.17E+02,1.17E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.10E+00,1.27E+00
1,1,0,0,0,0,1,112,4.11E+04,2.00E+03,2.59E+00,2.01E+03,1.67E+01,9.04E+02,7.84E+01,1.34E+02,16,3.18E-01,0.00E+00,5.33E+08,0.00E+00,2.40E+02,7.37E-01,0.00E+00,1.34E+02,1.34E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.19E+00,1.29E+00
1,1,0,0,0,0,1,112,4.11E+04,2.00E+03,2.63E+00,2.01E+03,1.67E+01,9.21E+02,7.84E+01,1.50E+02,16,3.62E-01,0.00E+00,5.72E+08,0.00E+00,2.70E+02,7.32E-01,0.00E+00,1.50E+02,1.50E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.28E+00,1.31E+00
1,1,0,0,0,0,1,112,4.11E+04,2.00E+03,2.67E+00,2.01E+03,1.67E+01,9.37E+02,7.85E+01,1.67E+02,16,4.06E-01,0.00E+00,6.08E+08,0.00E+00,3.00E+02,7.27E-01,0.00E+00,1.67E+02,1.67E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.36E+00,1.33E+00
1,1,0,0,0,0,1,112,4.12E+04,2.00E+03,2.71E+00,2.01E+03,1.67E+01,9.54E+02,7.85E+01,1.84E+02,16,4.51E-01,0.00E+00,6.43E+08,0.00E+00,3.30E+02,7.22E-01,0.00E+00,1.84E+02,1.84E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.44E+00,1.35E+00
1,1,0,0,0,0,1,112,4.12E+04,2.00E+03,2.75E+00,2.01E+03,1.67E+01,9.71E+02,7.86E+01,2.01E+02,16,4.97E-01,0.00E+00,6.77E+08,0.00E+00,3.60E+02,7.17E-01,0.00E+00,2.01E+02,2.01E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.52E+00,1.37E+00
1,1,0,0,0,0,1,112,4.12E+04,2.00E+03,2.79E+00,2.01E+03,1.67E+01,9.88E+02,7.86E+01,2.17E+02,16,5.43E-01,0.00E+00,7.10E+08,0.00E+00,3.90E+02,7.12E-01,0.00E+00,2.17E+02,2.17E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.59E+00,1.39E+00
1,1,0,0,0,0,1,112,4.13E+04,2.00E+03,2.82E+00,2.01E+03,1.67E+01,1.00E+03,7.87E+01,2.34E+02,16,5.90E-01,0.00E+00,7.43E+08,0.00E+00,4.20E+02,7.07E-01,0.00E+00,2.34E+02,2.34E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.65E+00,1.41E+00
1,1,0,0,0,0,1,112,4.13E+04,2.00E+03,2.85E+00,2.01E+03,1.67E+01,1.02E+03,7.87E+01,2.51E+02,16,6.37E-01,0.00E+00,7.76E+08,0.00E+00,4.50E+02,7.02E-01,0.00E+00,2.51E+02,2.51E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.71E+00,1.42E+00
1,1,0,0,0,0,1,112,4.13E+04,2.00E+03,2.87E+00,2.01E+03,1.67E+01,1.04E+03,7.87E+01,2.67E+02,16,6.85E-01,0.00E+00,8.10E+08,0.00E+00,4.80E+02,6.98E-01,0.00E+00,2.67E+02,2.67E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.76E+00,1.43E+00
1,1,0,0,0,0,1,112,4.14E+04,2.00E+03,2.90E+00,2.01E+03,1.67E+01,1.05E+03,7.88E+01,2.84E+02,16,7.33E-01,0.00E+00,8.45E+08,0.00E+00,5.10E+02,6.93E-01,0.00E+00,2.84E+02,2.84E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.81E+00,1.44E+00
1,1,0,0,0,0,1,112,4.14E+04,2.00E+03,2.91E+00,2.01E+03,1.67E+01,1.07E+03,7.88E+01,3.01E+02,16,7.82E-01,0.00E+00,8.80E+08,0.00E+00,5.40E+02,6.88E-01,0.00E+00,3.01E+02,3.01E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.85E+00,1.45E+00
1,1,0,0,0,0,1,112,4.14E+04,2.00E+03,2.93E+00,2.00E+03,1.67E+01,1.09E+03,7.89E+01,3.18E+02,16,8.30E-01,0.00E+00,9.16E+08,0.00E+00,5.70E+02,6.83E-01,0.00E+00,3.18E+02,3.18E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.88E+00,1.46E+00
1,1,0,0,0,0,1,112,4.14E+04,2.00E+03,2.95E+00,2.01E+03,1.67E+01,1.10E+03,7.89E+01,3.34E+02,16,8.80E-01,0.00E+00,9.53E+08,0.00E+00,6.00E+02,6.78E-01,0.00E+00,3.34E+02,3.34E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.91E+00,1.47E+00
1,1,0,0,0,0,1,112,4.15E+04,2.00E+03,2.96E+00,2.01E+03,1.67E+01,1.12E+03,7.90E+01,3.51E+02,16,9.29E-01,0.00E+00,9.90E+08,0.00E+00,6.30E+02,6.73E-01,0.00E+00,3.51E+02,3.51E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.94E+00,1.48E+00
1,1,0,0,0,0,1,112,4.15E+04,2.00E+03,2.97E+00,2.01E+03,1.67E+01,1.14E+03,7.90E+01,3.68E+02,16,9.79E-01,0.00E+00,1.03E+09,0.00E+00,6.60E+02,6.68E-01,0.00E+00,3.68E+02,3.68E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.96E+00,1.48E+00
1,1,0,0,0,0,1,112,4.15E+04,2.00E+03,2.99E+00,2.01E+03,1.67E+01,1.15E+03,7.91E+01,3.84E+02,16,1.03E+00,0.00E+00,1.06E+09,0.00E+00,6.90E+02,6.64E-01,0.00E+00,3.84E+02,3.84E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,5.99E+00,1.49E+00
1,1,0,0,0,0,1,112,4.16E+04,2.00E+03,3.00E+00,2.01E+03,1.67E+01,1.17E+03,7.91E+01,4.01E+02,16,1.08E+00,0.00E+00,1.10E+09,0.00E+00,7.20E+02,6.59E-01,0.00E+00,4.01E+02,4.01E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.01E+00,1.49E+00
1,1,0,0,0,0,1,112,4.16E+04,2.00E+03,3.01E+00,2.01E+03,1.67E+01,1.19E+03,7.92E+01,4.18E+02,16,1.13E+00,0.00E+00,1.14E+09,0.00E+00,7.50E+02,6.54E-01,0.00E+00,4.18E+02,4.18E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.03E+00,1.50E+00
1,1,0,0,0,0,1,112,4.16E+04,2.00E+03,3.02E+00,2.01E+03,1.67E+01,1.20E+03,7.92E+01,4.35E+02,16,1.18E+00,0.00E+00,1.17E+09,0.00E+00,7.80E+02,6.49E-01,0.00E+00,4.35E+02,4.35E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.05E+00,1.50E+00
1,1,0,0,0,0,1,112,4.17E+04,2.00E+03,3.03E+00,2.01E+03,1.67E+01,1.22E+03,7.93E+01,4.51E+02,16,1.23E+00,0.00E+00,1.21E+09,0.00E+00,8.10E+02,6.44E-01,0.00E+00,4.51E+02,4.51E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.07E+00,1.51E+00
1,1,0,0,0,0,1,112,4.17E+04,2.00E+03,3.04E+00,2.01E+03,1.67E+01,1.24E+03,7.93E+01,4.68E+02,16,1.28E+00,0.00E+00,1.25E+09,0.00E+00,8.40E+02,6.39E-01,0.00E+00,4.68E+02,4.68E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.09E+00,1.51E+00
1,1,0,0,0,0,1,112,4.17E+04,2.00E+03,3.04E+00,2.01E+03,1.67E+01,1.25E+03,7.94E+01,4.85E+02,16,1.33E+00,0.00E+00,1.28E+09,0.00E+00,8.70E+02,6.34E-01,0.00E+00,4.85E+02,4.85E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.11E+00,1.52E+00
1,1,0,0,0,0,1,112,4.17E+04,2.00E+03,3.05E+00,2.01E+03,1.67E+01,1.27E+03,7.94E+01,5.01E+02,16,1.38E+00,0.00E+00,1.32E+09,0.00E+00,9.00E+02,6.29E-01,0.00E+00,5.01E+02,5.01E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.12E+00,1.52E+00
1,1,0,0,0,0,1,112,4.18E+04,2.00E+03,3.06E+00,2.01E+03,1.67E+01,1.29E+03,7.95E+01,5.18E+02,16,1.43E+00,0.00E+00,1.35E+09,0.00E+00,9.30E+02,6.25E-01,0.00E+00,5.18E+02,5.18E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.14E+00,1.53E+00
1,1,0,0,0,0,1,112,4.18E+04,2.00E+03,3.07E+00,2.01E+03,1.67E+01,1.31E+03,7.95E+01,5.35E+02,16,1.48E+00,0.00E+00,1.39E+09,0.00E+00,9.60E+02,6.20E-01,0.00E+00,5.35E+02,5.35E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.16E+00,1.53E+00
1,1,0,0,0,0,1,112,4.18E+04,2.00E+03,3.08E+00,2.01E+03,1.67E+01,1.32E+03,7.96E+01,5.52E+02,16,1.54E+00,0.00E+00,1.42E+09,0.00E+00,9.90E+02,6.15E-01,0.00E+00,5.52E+02,5.52E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.18E+00,1.54E+00
1,1,0,0,0,0,1,112,4.19E+04,2.00E+03,3.10E+00,2.01E+03,1.67E+01,1.34E+03,7.96E+01,5.68E+02,16,1.59E+00,0.00E+00,1.45E+09,0.00E+00,1.02E+03,6.10E-01,0.00E+00,5.68E+02,5.68E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.21E+00,1.54E+00
1,1,0,0,0,0,1,112,4.19E+04,2.00E+03,3.11E+00,2.01E+03,1.67E+01,1.36E+03,7.97E+01,5.85E+02,16,1.64E+00,0.00E+00,1.47E+09,0.00E+00,1.05E+03,6.05E-01,0.00E+00,5.85E+02,5.85E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.24E+00,1.55E+00
1,1,0,0,0,0,1,112,4.19E+04,2.00E+03,3.13E+00,2.01E+03,1.67E+01,1.37E+03,7.98E+01,6.02E+02,16,1.69E+00,0.00E+00,1.50E+09,0.00E+00,1.08E+03,6.00E-01,0.00E+00,6.02E+02,6.02E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.28E+00,1.56E+00
1,1,0,0,0,0,1,112,4.20E+04,2.00E+03,3.15E+00,2.01E+03,1.67E+01,1.39E+03,7.98E+01,6.18E+02,16,1.74E+00,0.00E+00,1.52E+09,0.00E+00,1.11E+03,5.95E-01,0.00E+00,6.18E+02,6.18E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.31E+00,1.57E+00
1,1,0,0,0,0,1,112,4.20E+04,2.00E+03,3.16E+00,2.01E+03,1.67E+01,1.41E+03,7.99E+01,6.35E+02,16,1.80E+00,0.00E+00,1.54E+09,0.00E+00,1.14E+03,5.90E-01,0.00E+00,6.35E+02,6.35E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.35E+00,1.58E+00
1,1,0,0,0,0,1,112,4.20E+04,2.00E+03,3.18E+00,2.01E+03,1.67E+01,1.42E+03,7.99E+01,6.52E+02,16,1.85E+00,0.00E+00,1.56E+09,0.00E+00,1.17E+03,5.86E-01,0.00E+00,6.52E+02,6.52E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.39E+00,1.59E+00
1,1,0,0,0,0,1,112,4.20E+04,2.00E+03,3.20E+00,2.01E+03,1.67E+01,1.44E+03,8.00E+01,6.69E+02,16,1.90E+00,0.00E+00,1.58E+09,0.00E+00,1.20E+03,5.81E-01,0.00E+00,6.69E+02,6.69E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.43E+00,1.60E+00
1,1,0,0,0,0,1,112,4.21E+04,2.00E+03,3.22E+00,2.01E+03,1.67E+01,1.46E+03,8.00E+01,6.85E+02,16,1.96E+00,0.00E+00,1.60E+09,0.00E+00,1.23E+03,5.76E-01,0.00E+00,6.85E+02,6.85E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.47E+00,1.61E+00
1,1,0,0,0,0,1,112,4.21E+04,2.00E+03,3.25E+00,2.01E+03,1.67E+01,1.47E+03,8.01E+01,7.02E+02,16,2.01E+00,0.00E+00,1.62E+09,0.00E+00,1.26E+03,5.71E-01,0.00E+00,7.02E+02,7.02E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.51E+00,1.62E+00
1,1,0,0,0,0,1,112,4.21E+04,2.00E+03,3.27E+00,2.01E+03,1.67E+01,1.49E+03,8.01E+01,7.19E+02,16,2.07E+00,0.00E+00,1.63E+09,0.00E+00,1.29E+03,5.66E-01,0.00E+00,7.19E+02,7.19E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.55E+00,1.63E+00
1,1,0,0,0,0,1,112,4.22E+04,2.00E+03,3.29E+00,2.01E+03,1.67E+01,1.51E+03,8.02E+01,7.35E+02,16,2.12E+00,0.00E+00,1.65E+09,0.00E+00,1.32E+03,5.61E-01,0.00E+00,7.35E+02,7.35E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.60E+00,1.64E+00
1,1,0,0,0,0,1,112,4.22E+04,2.00E+03,3.31E+00,2.01E+03,1.67E+01,1.52E+03,8.02E+01,7.52E+02,16,2.18E+00,0.00E+00,1.66E+09,0.00E+00,1.35E+03,5.56E-01,0.00E+00,7.52E+02,7.52E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.64E+00,1.65E+00
1,1,0,0,0,0,1,112,4.22E+04,2.00E+03,3.33E+00,2.01E+03,1.67E+01,1.54E+03,8.03E+01,7.69E+02,16,2.23E+00,0.00E+00,1.68E+09,0.00E+00,1.38E+03,5.52E-01,0.00E+00,7.69E+02,7.69E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.68E+00,1.66E+00
1,1,0,0,0,0,1,112,4.23E+04,2.00E+03,3.36E+00,2.01E+03,1.67E+01,1.56E+03,8.03E+01,7.86E+02,16,2.29E+00,0.00E+00,1.69E+09,0.00E+00,1.41E+03,5.47E-01,0.00E+00,7.86E+02,7.86E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.73E+00,1.67E+00
1,1,0,0,0,0,1,112,4.23E+04,2.00E+03,3.38E+00,2.01E+03,1.67E+01,1.57E+03,8.04E+01,8.02E+02,16,2.34E+00,0.00E+00,1.71E+09,0.00E+00,1.44E+03,5.42E-01,0.00E+00,8.02E+02,8.02E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.78E+00,1.68E+00
1,1,0,0,0,0,1,112,4.23E+04,2.00E+03,3.40E+00,2.01E+03,1.67E+01,1.59E+03,8.05E+01,8.19E+02,16,2.40E+00,0.00E+00,1.72E+09,0.00E+00,1.47E+03,5.37E-01,0.00E+00,8.19E+02,8.19E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.82E+00,1.69E+00
1,1,0,0,0,0,1,112,4.23E+04,2.00E+03,3.42E+00,2.01E+03,1.67E+01,1.61E+03,8.05E+01,8.36E+02,16,2.46E+00,0.00E+00,1.73E+09,0.00E+00,1.50E+03,5.32E-01,0.00E+00,8.36E+02,8.36E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.86E+00,1.71E+00
1,1,0,0,0,0,1,112,4.24E+04,2.00E+03,3.44E+00,2.01E+03,1.67E+01,1.62E+03,8.06E+01,8.52E+02,16,2.51E+00,0.00E+00,1.74E+09,0.00E+00,1.53E+03,5.27E-01,0.00E+00,8.52E+02,8.52E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.91E+00,1.72E+00
1,1,0,0,0,0,1,112,4.24E+04,2.00E+03,3.47E+00,2.01E+03,1.67E+01,1.64E+03,8.06E+01,8.69E+02,16,2.57E+00,0.00E+00,1.76E+09,0.00E+00,1.56E+03,5.22E-01,0.00E+00,8.69E+02,8.69E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,6.95E+00,1.73E+00
1,1,0,0,0,0,1,112,4.24E+04,2.00E+03,3.49E+00,2.01E+03,1.67E+01,1.66E+03,8.07E+01,8.86E+02,16,2.63E+00,0.00E+00,1.77E+09,0.00E+00,1.59E+03,5.17E-01,0.00E+00,8.86E+02,8.86E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,7.00E+00,1.74E+00
1,1,0,0,0,0,1,112,4.25E+04,2.00E+03,3.51E+00,2.01E+03,1.67E+01,1.67E+03,8.07E+01,9.03E+02,16,2.69E+00,0.00E+00,1.78E+09,0.00E+00,1.62E+03,5.13E-01,0.00E+00,9.03E+02,9.03E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,7.04E+00,1.75E+00
1,1,0,0,0,0,1,112,4.25E+04,2.00E+03,3.53E+00,2.01E+03,1.67E+01,1.69E+03,8.08E+01,9.19E+02,16,2.75E+00,0.00E+00,1.79E+09,0.00E+00,1.65E+03,5.08E-01,0.00E+00,9.19E+02,9.19E+02,0.00E+00,0.00E+00,2.00E+03,8.00E+00,7.08E+00,1.76E+00
