ns,part,freq,importance
6,re,10000.0,0.48161164
6,re,7500.0,0.21398048
6,re,5620.0,0.12459373
6,re,4220.0,0.06729682
6,re,2370.0,0.031777646
6,re,3160.0,0.017156301
6,re,1780.0,0.0067874854
6,re,2.37,0.0060358797
6,im,13.3,0.004317004
6,im,1.78,0.002782248
6,im,10.0,0.0027630064
6,re,1.78,0.002701827
6,im,0.999,0.002626557
6,re,1.33,0.0023790956
6,im,17.8,0.0023671982
6,im,1780.0,0.0022582884
6,im,1.33,0.0020827742
6,im,2370.0,0.0020654092
6,im,2.37,0.0018984546
6,re,1330.0,0.0018366267
6,im,3.16,0.0015412284
6,re,3.16,0.0015347973
6,im,7.5,0.0012917846
6,re,0.999,0.0012436559
6,im,4.22,0.0009950058
6,im,1330.0,0.00090154784
6,im,5.62,0.0008601003
6,re,135.0,0.0008568965
6,im,10000.0,0.0008523325
6,im,7500.0,0.00084617746
6,im,5620.0,0.0008429281
6,re,178.0,0.0008275633
6,im,1000.0,0.0006732294
6,re,564.0,0.0004944307
6,re,237.0,0.000476918
6,re,4.22,0.00047583925
6,im,750.0,0.00044463694
6,im,4220.0,0.00041885884
6,re,102.0,0.00036620666
6,im,3160.0,0.00033729765
6,re,750.0,0.00033310257
6,im,564.0,0.00031802597
6,re,75.0,0.0003176177
6,re,316.0,0.00028205136
6,re,56.2,0.0002561224
6,re,422.0,0.00024579914
6,re,1000.0,0.00022839042
6,im,23.7,0.00019896004
6,im,422.0,0.00018754601
6,re,42.2,0.00017564044
6,im,135.0,0.00017040542
6,re,7.5,0.00016176763
6,re,31.6,0.00016106047
6,re,5.62,0.00016069016
6,re,23.7,0.00015082366
6,re,10.0,0.00014326617
6,im,178.0,0.00013696478
6,re,17.8,0.00012241723
6,re,13.3,0.00011195994
6,im,75.0,9.902687e-05
6,im,316.0,9.471848e-05
6,im,237.0,9.415393e-05
6,im,102.0,8.4673746e-05
6,im,56.2,5.7130692e-05
6,im,42.2,5.5895314e-05
6,im,31.6,5.1946477e-05
