cell,n,soh_std,rmse,mae,r2
B8,55,0.026284159478654215,0.025121965454198657,0.020685911242968293,0.0695608612868226
B7,54,0.018047571618233737,0.022536298786430906,0.019524956985317976,-0.5887132814669571
