horizon,n,rmse,r2,rmse_persistence,skill_vs_persistence,rmse_delta,r2_delta
1,2771,0.01879338198162997,0.996545474219196,0.010677880552192888,-0.7600292389270475,0.01879338198162997,-2.379353138497327
2,2757,0.02102351920854171,0.9956766749443535,0.016406394531695602,-0.28142226300399265,0.02102351920854171,-0.9135586772158826
5,2715,0.023903575617143888,0.9944097778863797,0.032901559420338206,0.2734819857089261,0.023903575617143888,0.3251074505626177
10,2645,0.030861716623836275,0.9907072059177269,0.061095458240692214,0.49486070630237067,0.03086171662383628,0.6609960571936121
20,2505,0.03686615075807007,0.9869561288744929,0.11372179114436468,0.6758215783704096,0.03686615075807008,0.8561590359827043
40,2225,0.043686208730980475,0.9821890970774945,0.18931460889906643,0.7692401606773417,0.043686208730980475,0.9205089272054521
