mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,freq/Hz,|Z|/Ohm,Phase(Z)/deg,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,z cycle,Re(Z)/Ohm,#NAME?,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
2,1,0,1,0,0,1,113,4.42E+01,3.52E+00,3.52E+00,7.30E+02,1.60E-02,1.62E-01,9.61E-03,7.10E+02,1.30E-02,-2.68E+00,1.62E-01,0,9.32E-03,2.93E-04,6.79E+07,0.00E+00,4.42E+01,0,1.30E-02,6.11E-04,7.66E+01,3.59E+00,7.66E+01,2.68E+00,1.00E+00,0.00E+00,1.62E-01,1.62E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.57E+00,4.82E+00
2,0,0,1,0,0,1,113,4.74E+01,3.52E+00,3.51E+00,-1.12E+02,1.33E-02,1.75E-01,1.08E-02,5.29E+02,1.34E-02,-4.53E+00,1.75E-01,0,1.05E-02,2.93E-04,1.93E+08,0.00E+00,4.74E+01,0,1.34E-02,1.06E-03,7.43E+01,5.89E+00,7.46E+01,4.53E+00,1.00E+00,0.00E+00,1.75E-01,1.75E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-3.94E-01,3.13E+01
2,1,0,1,0,0,1,113,5.06E+01,3.52E+00,3.52E+00,7.03E+02,1.66E-02,1.92E-01,1.20E-02,3.94E+02,1.38E-02,-5.93E+00,1.92E-01,0,1.17E-02,2.93E-04,5.45E+07,0.00E+00,5.06E+01,0,1.37E-02,1.43E-03,7.20E+01,7.48E+00,7.24E+01,5.93E+00,1.00E+00,0.00E+00,1.92E-01,1.92E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.48E+00,5.01E+00
2,1,0,1,0,0,1,113,5.38E+01,3.52E+00,3.53E+00,5.52E+02,1.41E-02,2.06E-01,1.32E-02,2.94E+02,1.43E-02,-6.97E+00,2.06E-01,0,1.29E-02,2.93E-04,5.35E+07,0.00E+00,5.38E+01,0,1.42E-02,1.73E-03,6.96E+01,8.51E+00,7.01E+01,6.97E+00,1.00E+00,0.00E+00,2.06E-01,2.06E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.95E+00,6.39E+00
2,0,0,1,0,0,1,113,5.71E+01,3.52E+00,3.51E+00,-6.20E+02,1.36E-02,2.20E-01,1.44E-02,2.19E+02,1.47E-02,-7.77E+00,2.20E-01,0,1.41E-02,2.93E-04,2.39E+08,0.00E+00,5.71E+01,0,1.46E-02,1.99E-03,6.72E+01,9.18E+00,6.79E+01,7.77E+00,1.00E+00,0.00E+00,2.20E-01,2.20E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.18E+00,5.66E+00
2,1,0,1,0,0,1,113,6.03E+01,3.52E+00,3.52E+00,1.83E+02,1.35E-02,2.33E-01,1.56E-02,1.63E+02,1.53E-02,-8.29E+00,2.33E-01,0,1.53E-02,2.93E-04,2.45E+08,0.00E+00,6.03E+01,0,1.51E-02,2.20E-03,6.49E+01,9.44E+00,6.55E+01,8.29E+00,1.00E+00,0.00E+00,2.33E-01,2.33E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,6.43E-01,1.92E+01
2,0,0,1,0,0,1,113,6.35E+01,3.52E+00,3.51E+00,-3.87E+02,1.32E-02,2.46E-01,1.68E-02,1.22E+02,1.58E-02,-8.57E+00,2.46E-01,0,1.65E-02,2.93E-04,2.25E+08,0.00E+00,6.35E+01,0,1.56E-02,2.35E-03,6.26E+01,9.43E+00,6.33E+01,8.57E+00,1.00E+00,0.00E+00,2.46E-01,2.46E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.36E+00,9.07E+00
2,0,0,1,0,0,1,113,6.68E+01,3.52E+00,3.52E+00,-7.08E+01,1.35E-02,2.60E-01,1.79E-02,9.06E+01,1.64E-02,-8.61E+00,2.60E-01,0,1.76E-02,2.93E-04,1.70E+08,0.00E+00,6.68E+01,0,1.62E-02,2.46E-03,6.03E+01,9.13E+00,6.10E+01,8.61E+00,1.00E+00,0.00E+00,2.60E-01,2.60E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.49E-01,4.97E+01
2,0,0,1,0,0,1,113,6.89E+01,3.52E+00,3.52E+00,-6.05E-01,8.86E-03,2.69E-01,1.87E-02,6.76E+01,1.70E-02,-8.40E+00,2.69E-01,0,1.84E-02,2.93E-04,1.53E+08,0.00E+00,6.89E+01,0,1.68E-02,2.48E-03,5.83E+01,8.60E+00,5.89E+01,8.40E+00,1.00E+00,0.00E+00,2.69E-01,2.69E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.13E-03,5.82E+03
2,0,0,1,0,0,1,113,7.11E+01,3.52E+00,3.51E+00,-1.70E+02,7.64E-03,2.76E-01,1.94E-02,5.03E+01,1.75E-02,-7.92E+00,2.76E-01,0,1.91E-02,2.93E-04,1.80E+09,0.00E+00,7.11E+01,0,1.74E-02,2.42E-03,5.65E+01,7.85E+00,5.70E+01,7.92E+00,1.00E+00,0.00E+00,2.76E-01,2.76E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-5.98E-01,2.06E+01
2,1,0,1,0,0,1,113,7.33E+01,3.52E+00,3.52E+00,3.63E+01,9.72E-03,2.86E-01,2.01E-02,3.75E+01,1.81E-02,-7.21E+00,2.86E-01,0,1.98E-02,2.93E-04,1.60E+08,0.00E+00,7.33E+01,0,1.79E-02,2.27E-03,5.49E+01,6.94E+00,5.54E+01,7.21E+00,1.00E+00,0.00E+00,2.86E-01,2.86E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.28E-01,9.69E+01
2,0,0,1,0,0,1,113,7.55E+01,3.52E+00,3.51E+00,-4.98E+02,7.79E-03,2.94E-01,2.08E-02,2.80E+01,1.85E-02,-6.42E+00,2.94E-01,0,2.05E-02,2.93E-04,2.11E+08,0.00E+00,7.55E+01,0,1.84E-02,2.07E-03,5.36E+01,6.03E+00,5.40E+01,6.42E+00,1.00E+00,0.00E+00,2.94E-01,2.94E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.75E+00,7.04E+00
2,0,0,1,0,0,1,113,7.78E+01,3.52E+00,3.51E+00,-2.83E+02,7.53E-03,3.01E-01,2.15E-02,2.09E+01,1.89E-02,-5.55E+00,3.01E-01,0,2.13E-02,2.93E-04,4.83E+08,0.00E+00,7.78E+01,0,1.88E-02,1.83E-03,5.26E+01,5.12E+00,5.29E+01,5.55E+00,1.00E+00,0.00E+00,3.01E-01,3.01E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-9.92E-01,1.24E+01
2,1,0,1,0,0,1,113,8.01E+01,3.52E+00,3.53E+00,5.13E+02,9.71E-03,3.11E-01,2.23E-02,1.55E+01,1.92E-02,-4.70E+00,3.11E-01,0,2.20E-02,2.93E-04,8.05E+07,0.00E+00,8.01E+01,0,1.91E-02,1.58E-03,5.19E+01,4.27E+00,5.20E+01,4.70E+00,1.00E+00,0.00E+00,3.11E-01,3.11E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.81E+00,6.87E+00
2,1,0,1,0,0,1,113,8.25E+01,3.52E+00,3.52E+00,1.91E+02,6.74E-03,3.18E-01,2.30E-02,1.16E+01,1.94E-02,-3.94E+00,3.18E-01,0,2.27E-02,2.93E-04,1.64E+08,0.00E+00,8.25E+01,0,1.94E-02,1.34E-03,5.13E+01,3.53E+00,5.14E+01,3.94E+00,1.00E+00,0.00E+00,3.18E-01,3.18E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,6.73E-01,1.84E+01
2,1,0,1,0,0,1,113,8.50E+01,3.52E+00,3.52E+00,2.00E+02,1.27E-02,3.31E-01,2.38E-02,8.64E+00,1.96E-02,-3.27E+00,3.31E-01,0,2.35E-02,2.93E-04,1.39E+08,0.00E+00,8.50E+01,0,1.96E-02,1.12E-03,5.09E+01,2.90E+00,5.10E+01,3.27E+00,1.00E+00,0.00E+00,3.31E-01,3.31E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,7.02E-01,1.76E+01
2,1,0,1,0,0,1,113,8.73E+01,3.52E+00,3.52E+00,1.25E+02,8.97E-03,3.40E-01,2.45E-02,6.43E+00,1.98E-02,-2.68E+00,3.40E-01,0,2.42E-02,2.93E-04,1.71E+08,0.00E+00,8.73E+01,0,1.97E-02,9.23E-04,5.06E+01,2.36E+00,5.06E+01,2.68E+00,1.00E+00,0.00E+00,3.40E-01,3.40E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,4.42E-01,2.80E+01
2,1,0,1,0,0,1,113,9.00E+01,3.52E+00,3.53E+00,4.83E+02,6.74E-03,3.46E-01,2.53E-02,4.80E+00,1.98E-02,-2.24E+00,3.46E-01,0,2.50E-02,2.93E-04,8.99E+07,0.00E+00,9.00E+01,0,1.98E-02,7.76E-04,5.04E+01,1.97E+00,5.04E+01,2.24E+00,1.00E+00,0.00E+00,3.46E-01,3.46E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.70E+00,7.29E+00
2,0,0,1,0,0,1,113,9.29E+01,3.52E+00,3.51E+00,-1.60E+02,2.66E-03,3.49E-01,2.61E-02,3.57E+00,1.99E-02,-1.92E+00,3.49E-01,0,2.58E-02,2.93E-04,2.45E+09,0.00E+00,9.29E+01,0,1.99E-02,6.66E-04,5.02E+01,1.68E+00,5.02E+01,1.92E+00,1.00E+00,0.00E+00,3.49E-01,3.49E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-5.63E-01,2.19E+01
2,1,0,1,0,0,1,113,9.61E+01,3.52E+00,3.52E+00,1.35E+02,2.59E-02,3.75E-01,2.71E-02,2.66E+00,2.00E-02,-1.70E+00,3.75E-01,0,2.68E-02,2.93E-04,1.89E+08,0.00E+00,9.61E+01,0,2.00E-02,5.93E-04,5.00E+01,1.49E+00,5.01E+01,1.70E+00,1.00E+00,0.00E+00,3.75E-01,3.75E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,4.75E-01,2.61E+01
2,0,0,1,0,0,1,113,9.94E+01,3.52E+00,3.51E+00,-3.22E+02,-6.76E-03,3.68E-01,2.81E-02,1.99E+00,2.00E-02,-1.57E+00,3.68E-01,0,2.68E-02,1.25E-03,1.86E+08,2.54E+06,9.94E+01,0,2.00E-02,5.48E-04,4.99E+01,1.37E+00,4.99E+01,1.57E+00,1.00E+00,0.00E+00,3.68E-01,3.68E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.13E+00,1.09E+01
2,1,0,1,0,0,1,113,1.02E+02,3.52E+00,3.52E+00,4.65E+02,1.59E-02,3.84E-01,2.89E-02,1.48E+00,2.01E-02,-1.55E+00,3.84E-01,0,2.77E-02,1.25E-03,1.04E+08,2.54E+06,1.02E+02,0,2.01E-02,5.42E-04,4.98E+01,1.34E+00,4.98E+01,1.55E+00,1.00E+00,0.00E+00,3.84E-01,3.84E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.64E+00,7.58E+00
2,1,0,1,0,0,1,113,1.06E+02,3.52E+00,3.52E+00,4.65E+01,3.60E-02,4.20E-01,3.01E-02,1.10E+00,2.01E-02,-1.56E+00,4.20E-01,0,2.88E-02,1.25E-03,2.80E+08,2.54E+06,1.06E+02,0,2.01E-02,5.47E-04,4.97E+01,1.35E+00,4.97E+01,1.56E+00,1.00E+00,0.00E+00,4.20E-01,4.20E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.63E-01,7.57E+01
2,0,0,1,0,0,1,113,1.09E+02,3.52E+00,3.51E+00,-4.47E+02,-9.63E-03,4.10E-01,3.08E-02,8.22E-01,2.02E-02,-1.73E+00,4.10E-01,0,2.88E-02,2.03E-03,2.74E+08,1.81E+06,1.09E+02,0,2.02E-02,6.10E-04,4.95E+01,1.50E+00,4.95E+01,1.73E+00,1.00E+00,0.00E+00,4.10E-01,4.10E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.57E+00,7.85E+00
2,0,0,1,0,0,1,113,1.16E+02,3.52E+00,3.51E+00,-2.70E+02,-1.26E-02,3.98E-01,3.29E-02,6.12E-01,2.02E-02,-1.91E+00,3.98E-01,0,2.88E-02,4.07E-03,2.65E+08,3.01E+06,1.16E+02,0,2.02E-02,6.74E-04,4.94E+01,1.64E+00,4.94E+01,1.91E+00,1.00E+00,0.00E+00,3.98E-01,3.98E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-9.48E-01,1.30E+01
2,1,0,1,0,0,1,113,1.20E+02,3.52E+00,3.52E+00,1.97E+02,8.24E-03,4.06E-01,3.42E-02,4.56E-01,2.03E-02,-2.23E+00,4.06E-01,0,3.01E-02,4.07E-03,1.86E+08,3.01E+06,1.20E+02,0,2.03E-02,7.90E-04,4.91E+01,1.91E+00,4.92E+01,2.23E+00,1.00E+00,0.00E+00,4.06E-01,4.06E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,6.93E-01,1.79E+01
2,1,0,1,0,0,1,113,1.27E+02,3.52E+00,3.53E+00,4.68E+02,5.79E-02,4.64E-01,3.61E-02,3.40E-01,2.04E-02,-2.68E+00,4.64E-01,0,3.20E-02,4.07E-03,1.23E+08,3.01E+06,1.27E+02,0,2.04E-02,9.53E-04,4.89E+01,2.28E+00,4.90E+01,2.68E+00,1.00E+00,0.00E+00,4.64E-01,4.64E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.65E+00,7.53E+00
2,1,0,1,0,0,1,113,1.35E+02,3.52E+00,3.52E+00,3.73E+02,8.83E-02,5.52E-01,3.86E-02,2.54E-01,2.06E-02,-3.13E+00,5.52E-01,0,3.45E-02,4.07E-03,1.65E+08,3.01E+06,1.35E+02,0,2.05E-02,1.12E-03,4.86E+01,2.66E+00,4.87E+01,3.13E+00,1.00E+00,0.00E+00,5.52E-01,5.52E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.31E+00,9.46E+00
2,1,0,1,0,0,1,113,1.46E+02,3.52E+00,3.52E+00,6.59E+01,7.26E-02,6.25E-01,4.18E-02,1.89E-01,2.07E-02,-3.73E+00,6.25E-01,0,3.77E-02,4.07E-03,3.64E+08,3.01E+06,1.46E+02,0,2.07E-02,1.35E-03,4.81E+01,3.13E+00,4.82E+01,3.73E+00,1.00E+00,0.00E+00,6.25E-01,6.25E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.32E-01,5.34E+01
2,0,0,1,0,0,1,113,1.61E+02,3.52E+00,3.51E+00,-2.97E+02,1.30E-02,6.38E-01,4.59E-02,1.42E-01,2.10E-02,-4.55E+00,6.38E-01,0,4.18E-02,4.07E-03,1.49E+09,3.01E+06,1.61E+02,0,2.09E-02,1.66E-03,4.76E+01,3.79E+00,4.77E+01,4.55E+00,1.00E+00,0.00E+00,6.38E-01,6.38E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.04E+00,1.18E+01
2,0,0,1,0,0,1,113,1.82E+02,3.52E+00,3.51E+00,-4.38E+02,-5.50E-02,5.83E-01,5.16E-02,1.05E-01,2.12E-02,-5.43E+00,5.83E-01,0,4.18E-02,9.82E-03,1.37E+09,1.79E+06,1.82E+02,0,2.11E-02,2.01E-03,4.69E+01,4.45E+00,4.71E+01,5.43E+00,1.00E+00,0.00E+00,5.83E-01,5.83E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.53E+00,8.02E+00
2,0,0,1,0,0,1,113,2.08E+02,3.52E+00,3.51E+00,-3.23E+02,-1.29E-01,4.53E-01,5.93E-02,7.92E-02,2.16E-02,-6.20E+00,4.53E-01,0,4.18E-02,1.74E-02,1.06E+09,2.19E+06,2.08E+02,0,2.15E-02,2.33E-03,4.61E+01,5.00E+00,4.63E+01,6.20E+00,1.00E+00,0.00E+00,4.53E-01,4.53E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.13E+00,1.09E+01
2,0,0,1,0,0,1,113,2.45E+02,3.52E+00,3.51E+00,-7.17E+01,-5.27E-02,4.01E-01,6.89E-02,5.82E-02,2.21E-02,-7.27E+00,4.01E-01,0,4.18E-02,2.71E-02,9.38E+08,8.19E+06,2.45E+02,0,2.19E-02,2.79E-03,4.49E+01,5.74E+00,4.53E+01,7.27E+00,1.00E+00,0.00E+00,4.01E-01,4.01E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.52E-01,4.90E+01
2,1,0,1,0,0,1,113,2.93E+02,3.52E+00,3.52E+00,2.84E+02,1.37E-01,5.38E-01,8.12E-02,4.42E-02,2.26E-02,-8.44E+00,5.38E-01,0,5.41E-02,2.71E-02,2.02E+08,8.19E+06,2.93E+02,0,2.23E-02,3.31E-03,4.39E+01,6.50E+00,4.43E+01,8.44E+00,1.00E+00,0.00E+00,5.38E-01,5.38E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,9.99E-01,1.24E+01
2,1,0,1,0,0,1,113,3.58E+02,3.52E+00,3.53E+00,4.11E+02,3.90E-01,9.28E-01,9.81E-02,3.26E-02,2.33E-02,-9.48E+00,9.28E-01,0,7.10E-02,2.71E-02,2.46E+08,8.19E+06,3.58E+02,0,2.29E-02,3.83E-03,4.24E+01,7.08E+00,4.30E+01,9.48E+00,1.00E+00,0.00E+00,9.28E-01,9.28E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.45E+00,8.57E+00
2,1,0,1,0,0,1,113,4.45E+02,3.52E+00,3.53E+00,3.95E+02,2.11E-01,1.14E+00,1.20E-01,2.33E-02,2.41E-02,-1.09E+01,1.14E+00,0,9.27E-02,2.71E-02,2.96E+08,8.19E+06,4.45E+02,0,2.37E-02,4.58E-03,4.07E+01,7.87E+00,4.15E+01,1.09E+01,1.00E+00,0.00E+00,1.14E+00,1.14E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.39E+00,8.93E+00
2,1,0,1,0,0,1,113,5.62E+02,3.52E+00,3.52E+00,1.42E+02,8.23E-01,1.96E+00,1.48E-01,1.86E-02,2.51E-02,-1.14E+01,1.96E+00,0,1.21E-01,2.71E-02,7.38E+08,8.19E+06,5.62E+02,0,2.46E-02,4.97E-03,3.91E+01,7.88E+00,3.98E+01,1.14E+01,1.00E+00,0.00E+00,1.96E+00,1.96E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,4.99E-01,2.48E+01
2,0,0,1,0,0,1,113,7.18E+02,3.52E+00,3.51E+00,-2.61E+02,-7.56E-02,1.89E+00,1.82E-01,1.40E-02,2.58E-02,-1.26E+01,1.89E+00,0,1.21E-01,6.13E-02,7.09E+08,3.55E+06,7.18E+02,0,2.52E-02,5.64E-03,3.78E+01,8.47E+00,3.88E+01,1.26E+01,1.00E+00,0.00E+00,1.89E+00,1.89E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-9.17E-01,1.34E+01
2,0,0,1,0,0,1,113,9.29E+02,3.52E+00,3.51E+00,-1.93E+02,5.30E-01,2.42E+00,2.28E-01,9.31E-03,2.77E-02,-1.39E+01,2.42E+00,0,1.67E-01,6.13E-02,8.49E+09,3.55E+06,9.29E+02,0,2.69E-02,6.67E-03,3.50E+01,8.68E+00,3.61E+01,1.39E+01,9.99E-01,0.00E+00,2.42E+00,2.42E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-6.80E-01,1.82E+01
3,0,0,0,1,0,2,115,9.29E+02,0.00E+00,3.52E+00,0.00E+00,-5.10E-04,2.42E+00,2.28E-01,0.00E+00,0.00E+00,0.00E+00,2.42E+00,0,1.67E-01,6.13E-02,8.49E+09,8.76E+06,9.29E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.99E-01,0.00E+00,2.42E+00,2.42E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1,0,0,1,0,0,3,113,9.39E+02,1.50E+03,3.55E+00,1.50E+03,8.35E-04,2.42E+00,2.28E-01,0.00E+00,0.00E+00,0.00E+00,2.42E+00,0,1.67E-01,6.13E-02,2.59E+08,8.76E+06,9.39E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.99E-01,0.00E+00,2.42E+00,2.42E+00,0.00E+00,0.00E+00,1.50E+03,0.00E+00,5.33E+00,2.36E+00
1,1,0,1,1,0,3,113,9.39E+02,1.50E+03,3.55E+00,1.50E+03,8.36E-04,2.42E+00,2.28E-01,0.00E+00,0.00E+00,0.00E+00,2.42E+00,0,1.67E-01,6.13E-02,2.55E+08,8.76E+06,9.39E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.99E-01,0.00E+00,2.42E+00,2.42E+00,0.00E+00,0.00E+00,1.50E+03,0.00E+00,5.33E+00,2.36E+00
1,1,0,1,0,0,3,113,9.69E+02,1.50E+03,3.57E+00,1.50E+03,1.25E+01,1.49E+01,2.73E-01,0.00E+00,0.00E+00,0.00E+00,1.49E+01,0,2.12E-01,6.13E-02,9.72E+08,8.76E+06,9.69E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.96E-01,0.00E+00,1.49E+01,1.49E+01,0.00E+00,0.00E+00,1.50E+03,0.00E+00,5.36E+00,2.37E+00
1,1,0,1,0,0,3,113,9.99E+02,1.50E+03,3.58E+00,1.50E+03,1.25E+01,2.75E+01,3.18E-01,0.00E+00,0.00E+00,0.00E+00,2.75E+01,0,2.56E-01,6.13E-02,1.56E+09,8.76E+06,9.99E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.93E-01,0.00E+00,2.75E+01,2.75E+01,0.00E+00,0.00E+00,1.50E+03,0.00E+00,5.37E+00,2.38E+00
1,1,0,1,0,0,3,113,1.03E+03,1.50E+03,3.58E+00,1.50E+03,1.25E+01,4.00E+01,3.62E-01,0.00E+00,0.00E+00,0.00E+00,4.00E+01,0,3.01E-01,6.13E-02,2.04E+09,8.76E+06,1.03E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E-01,0.00E+00,4.00E+01,4.00E+01,0.00E+00,0.00E+00,1.50E+03,0.00E+00,5.39E+00,2.38E+00
