mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,freq/Hz,|Z|/Ohm,Phase(Z)/deg,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,z cycle,Re(Z)/Ohm,Im(Z)/Ohm,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.12E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.15E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.18E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.21E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.24E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.27E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.33E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.30E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.33E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.36E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,5,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.77E+03,52,1.48E+01,0.00E+00,1.11E+10,0.00E+00,3.39E+03,31,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-01,0.00E+00,3.77E+03,3.77E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
2,1,0,0,1,0,6,112,2.34E+05,4.17E+00,4.17E+00,1.34E+02,2.52E+00,3.00E+03,7.57E+02,1.00E+04,1.76E-02,4.47E+01,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.94E+03,32,1.25E-02,-1.23E-02,4.05E+01,-4.01E+01,5.70E+01,-4.47E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,5.61E-01,3.11E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-4.39E+02,2.67E-02,3.00E+03,7.57E+02,7.50E+03,1.52E-02,3.75E+01,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.95E+03,32,1.20E-02,-9.25E-03,5.22E+01,-4.02E+01,6.59E+01,-3.75E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-1.83E+00,9.50E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,6.14E+02,3.00E-02,3.00E+03,7.57E+02,5.62E+03,1.36E-02,3.02E+01,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.95E+03,32,1.18E-02,-6.84E-03,6.35E+01,-3.69E+01,7.34E+01,-3.02E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.57E+00,6.80E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,4.36E+02,3.11E-02,3.00E+03,7.57E+02,4.22E+03,1.27E-02,2.30E+01,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.95E+03,32,1.17E-02,-4.96E-03,7.26E+01,-3.09E+01,7.89E+01,-2.30E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,1.81E+00,9.55E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,5.61E+02,2.93E-02,3.00E+03,7.57E+02,3.16E+03,1.22E-02,1.66E+01,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.96E+03,32,1.17E-02,-3.48E-03,7.88E+01,-2.36E+01,8.22E+01,-1.66E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.34E+00,7.42E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,-5.03E+02,2.83E-02,3.00E+03,7.57E+02,2.37E+03,1.19E-02,1.13E+01,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.96E+03,32,1.17E-02,-2.34E-03,8.21E+01,-1.64E+01,8.37E+01,-1.13E+01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.10E+00,8.31E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,7.23E+02,2.64E-02,3.00E+03,7.57E+02,1.78E+03,1.19E-02,6.98E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.96E+03,32,1.18E-02,-1.45E-03,8.33E+01,-1.02E+01,8.39E+01,-6.98E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,3.01E+00,5.76E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,6.22E+01,2.41E-02,3.00E+03,7.57E+02,1.33E+03,1.20E-02,3.62E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.97E+03,32,1.20E-02,-7.59E-04,8.31E+01,-5.26E+00,8.32E+01,-3.62E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.60E-01,6.71E+01
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,7.18E+02,4.66E-02,3.00E+03,7.57E+02,1.00E+03,1.22E-02,1.05E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.97E+03,32,1.22E-02,-2.23E-04,8.21E+01,-1.50E+00,8.21E+01,-1.05E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,3.00E+00,5.82E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,8.01E+02,2.71E-02,3.00E+03,7.57E+02,7.50E+02,1.24E-02,-8.16E-01,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.97E+03,32,1.24E-02,1.77E-04,8.06E+01,1.15E+00,8.06E+01,8.16E-01,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,3.35E+00,5.21E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,6.56E+02,2.34E-02,3.00E+03,7.57E+02,5.64E+02,1.27E-02,-2.15E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.98E+03,32,1.27E-02,4.75E-04,7.89E+01,2.96E+00,7.90E+01,2.15E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.74E+00,6.36E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,2.39E+02,2.40E-02,3.00E+03,7.57E+02,4.22E+02,1.29E-02,-3.10E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.98E+03,32,1.29E-02,7.00E-04,7.72E+01,4.19E+00,7.73E+01,3.10E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,9.94E-01,1.75E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,-6.75E+02,2.29E-02,3.00E+03,7.57E+02,3.16E+02,1.32E-02,-3.71E+00,3.78E+03,52,1.49E+01,0.00E+00,1.15E+10,0.00E+00,3.98E+03,32,1.32E-02,8.54E-04,7.56E+01,4.91E+00,7.58E+01,3.71E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.81E+00,6.16E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-6.42E+01,1.53E-02,3.00E+03,7.57E+02,2.37E+02,1.35E-02,-4.08E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.98E+03,32,1.34E-02,9.57E-04,7.41E+01,5.28E+00,7.43E+01,4.08E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.67E-01,6.49E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-5.51E+00,2.27E-02,3.00E+03,7.57E+02,1.78E+02,1.37E-02,-4.27E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.99E+03,32,1.37E-02,1.02E-03,7.27E+01,5.42E+00,7.29E+01,4.27E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.29E-02,7.57E+02
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,7.07E+02,1.55E-02,3.00E+03,7.57E+02,1.35E+02,1.39E-02,-4.31E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.99E+03,32,1.39E-02,1.05E-03,7.15E+01,5.39E+00,7.17E+01,4.31E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.95E+00,5.91E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,5.78E+02,1.49E-02,3.00E+03,7.57E+02,1.02E+02,1.42E-02,-4.31E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,3.99E+03,32,1.41E-02,1.07E-03,7.03E+01,5.30E+00,7.05E+01,4.31E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.42E+00,7.23E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,-5.28E+02,1.50E-02,3.00E+03,7.57E+02,7.50E+01,1.44E-02,-4.24E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,3.99E+03,32,1.44E-02,1.06E-03,6.93E+01,5.14E+00,6.95E+01,4.24E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.20E+00,7.89E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-8.00E+01,1.56E-02,3.00E+03,7.57E+02,5.62E+01,1.46E-02,-4.18E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.00E+03,32,1.46E-02,1.06E-03,6.83E+01,4.99E+00,6.85E+01,4.18E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-3.33E-01,5.21E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-1.89E+02,1.40E-02,3.00E+03,7.57E+02,4.22E+01,1.48E-02,-4.14E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.00E+03,32,1.48E-02,1.07E-03,6.74E+01,4.88E+00,6.76E+01,4.14E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-7.87E-01,2.21E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-2.86E+02,1.66E-02,3.00E+03,7.57E+02,3.16E+01,1.50E-02,-4.04E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.00E+03,32,1.50E-02,1.06E-03,6.64E+01,4.70E+00,6.66E+01,4.04E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-1.19E+00,1.46E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-1.94E+02,1.35E-02,3.00E+03,7.57E+02,2.37E+01,1.52E-02,-3.96E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.00E+03,32,1.52E-02,1.05E-03,6.56E+01,4.53E+00,6.57E+01,3.96E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-8.07E-01,2.15E+01
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,5.79E+02,1.60E-02,3.00E+03,7.57E+02,1.78E+01,1.54E-02,-3.80E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,4.01E+03,32,1.54E-02,1.02E-03,6.47E+01,4.30E+00,6.48E+01,3.80E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.42E+00,7.21E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,-4.19E+02,1.67E-02,3.00E+03,7.57E+02,1.33E+01,1.56E-02,-3.66E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.01E+03,32,1.56E-02,9.98E-04,6.39E+01,4.08E+00,6.40E+01,3.66E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-1.74E+00,9.95E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-1.82E+02,1.70E-02,3.00E+03,7.57E+02,1.00E+01,1.58E-02,-3.39E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.01E+03,32,1.58E-02,9.35E-04,6.31E+01,3.74E+00,6.33E+01,3.39E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-7.60E-01,2.28E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,-1.79E+01,9.28E-03,3.00E+03,7.57E+02,7.50E+00,1.60E-02,-3.21E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.01E+03,32,1.59E-02,8.96E-04,6.25E+01,3.51E+00,6.26E+01,3.21E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-7.47E-02,2.33E+02
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,4.93E+02,1.83E-02,3.00E+03,7.57E+02,5.62E+00,1.61E-02,-3.02E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,4.02E+03,32,1.61E-02,8.50E-04,6.20E+01,3.27E+00,6.20E+01,3.02E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.06E+00,8.47E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,7.35E+01,1.26E-02,3.00E+03,7.57E+02,4.22E+00,1.62E-02,-2.90E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.02E+03,32,1.62E-02,8.22E-04,6.15E+01,3.12E+00,6.16E+01,2.90E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,3.06E-01,5.68E+01
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,-5.63E+02,2.48E-02,3.00E+03,7.57E+02,3.16E+00,1.64E-02,-2.78E+00,3.78E+03,52,1.49E+01,0.00E+00,1.15E+10,0.00E+00,4.02E+03,32,1.64E-02,7.94E-04,6.10E+01,2.96E+00,6.11E+01,2.78E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.34E+00,7.39E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,5.84E+02,2.09E-02,3.00E+03,7.57E+02,2.37E+00,1.65E-02,-2.78E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,4.02E+03,32,1.65E-02,8.00E-04,6.06E+01,2.95E+00,6.07E+01,2.78E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.44E+00,7.15E+00
2,0,0,0,0,0,6,112,2.34E+05,4.17E+00,4.16E+00,-5.36E+02,1.39E-02,3.00E+03,7.57E+02,1.78E+00,1.66E-02,-2.83E+00,3.78E+03,52,1.49E+01,0.00E+00,1.14E+10,0.00E+00,4.03E+03,32,1.66E-02,8.20E-04,6.02E+01,2.98E+00,6.03E+01,2.83E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,-2.23E+00,7.76E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.18E+00,5.12E+02,1.61E-02,3.00E+03,7.57E+02,1.33E+00,1.67E-02,-2.94E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,4.03E+03,32,1.67E-02,8.56E-04,5.98E+01,3.07E+00,5.98E+01,2.94E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,2.14E+00,8.15E+00
2,1,0,0,0,0,6,112,2.34E+05,4.17E+00,4.17E+00,2.48E+02,4.84E-02,3.00E+03,7.57E+02,9.99E-01,1.68E-02,-3.13E+00,3.78E+03,52,1.49E+01,0.00E+00,1.13E+10,0.00E+00,4.03E+03,32,1.68E-02,9.20E-04,5.93E+01,3.25E+00,5.94E+01,3.13E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,4.17E+00,0.00E+00,2.60E+01,1.04E+00,1.68E+01
3,1,0,1,1,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,-2.24E-04,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.03E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.06E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.09E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.12E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.15E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.18E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.21E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.24E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.27E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.34E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.30E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.35E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.33E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
3,1,0,1,0,0,7,115,2.35E+05,0.00E+00,4.17E+00,0.00E+00,0.00E+00,3.00E+03,7.57E+02,0.00E+00,0.00E+00,0.00E+00,3.78E+03,52,1.49E+01,4.87E-06,1.13E+10,0.00E+00,4.36E+03,32,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,3.78E+03,3.78E+03,0.00E+00,0.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00
