mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,freq/Hz,|Z|/Ohm,Phase(Z)/deg,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,z cycle,Re(Z)/Ohm,Im(Z)/Ohm,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
3,1,0,0,0,0,0,115,0.00E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2,1,0,1,1,0,1,112,1.54E+01,3.52E+00,3.52E+00,1.13E+02,7.51E-03,7.51E-03,5.54E-04,1.00E+04,1.75E-02,4.50E+01,7.51E-03,0,5.54E-04,0.00E+00,0.00E+00,0.00E+00,1.54E+01,0,1.24E-02,-1.24E-02,4.05E+01,-4.05E+01,5.72E+01,-4.50E+01,1.00E+00,0.00E+00,7.51E-03,7.51E-03,0.00E+00,3.52E+00,0.00E+00,0.00E+00,3.99E-01,3.11E+01
2,0,0,1,0,0,1,112,1.86E+01,3.,3.53E+00,3.51E+02,2.20E-02,2.34E-01,1.30E-02,5.29E+02,1.32E-02,-5.98E+00,2.34E-01,0,1.30E-02,0.00E+00,1.56E+08,0.00E+00,4.75E+01,0,1.31E-02,1.37E-03,7.53E+01,7.88E+00,7.57E+01,5.98E+00,1.00E+00,0.00E+00,2.34E-01,2.34E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.24E+00,1.00E+01
2,0,0,1,0,0,1,112,5.07E+01,3.52E+00,3.51E+00,-6.59E+02,1.77E-02,2.51E-01,1.43E-02,3.94E+02,1.37E-02,-7.28E+00,2.51E-01,0,1.43E-02,0.00E+00,6.90E+07,0.00E+00,5.07E+01,0,1.36E-02,1.73E-03,7.26E+01,9.27E+00,7.32E+01,7.28E+00,1.00E+00,0.00E+00,2.51E-01,2.51E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.31E+00,5.32E+00
2,0,0,1,0,0,1,112,5.39E+01,3.52E+00,3.52E+00,-1.45E+02,1.95E-02,2.71E-01,1.57E-02,2.94E+02,1.42E-02,-8.25E+00,2.71E-01,0,1.57E-02,0.00E+00,8.54E+08,0.00E+00,5.39E+01,0,1.40E-02,2.03E-03,6.99E+01,1.01E+01,7.06E+01,8.25E+00,1.00E+00,0.00E+00,2.71E-01,2.71E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-5.10E-01,2.43E+01
2,0,0,1,0,0,1,112,5.61E+01,3.52E+00,3.51E+00,-5.08E+02,1.24E-02,2.83E-01,1.65E-02,2.19E+02,1.47E-02,-8.92E+00,2.83E-01,0,1.65E-02,0.00E+00,7.78E+07,0.00E+00,5.61E+01,0,1.45E-02,2.28E-03,6.72E+01,1.05E+01,6.80E+01,8.92E+00,1.00E+00,0.00E+00,2.83E-01,2.83E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.78E+00,6.91E+00
2,0,0,1,0,0,1,112,5.82E+01,3.52E+00,3.51E+00,-2.49E+02,1.26E-02,2.96E-01,1.73E-02,1.63E+02,1.53E-02,-9.33E+00,2.96E-01,0,1.73E-02,0.00E+00,1.01E+08,0.00E+00,5.82E+01,0,1.51E-02,2.48E-03,6.46E+01,1.06E+01,6.55E+01,9.33E+00,1.00E+00,0.00E+00,2.96E-01,2.96E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-8.75E-01,1.41E+01
2,0,0,1,0,0,1,112,6.04E+01,3.52E+00,3.51E+00,-3.82E+02,1.23E-02,3.08E-01,1.81E-02,1.22E+02,1.59E-02,-9.51E+00,3.08E-01,0,1.81E-02,0.00E+00,9.15E+07,0.00E+00,6.04E+01,0,1.57E-02,2.62E-03,6.21E+01,1.04E+01,6.30E+01,9.51E+00,1.00E+00,0.00E+00,3.08E-01,3.08E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.34E+00,9.18E+00
2,1,0,1,0,0,1,112,6.26E+01,3.52E+00,3.53E+00,6.03E+02,1.27E-02,3.21E-01,1.89E-02,9.06E+01,1.65E-02,-9.45E+00,3.21E-01,0,1.89E-02,0.00E+00,2.01E+08,0.00E+00,6.26E+01,0,1.63E-02,2.71E-03,5.98E+01,9.95E+00,6.06E+01,9.45E+00,1.00E+00,0.00E+00,3.21E-01,3.21E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.13E+00,5.85E+00
2,1,0,1,0,0,1,113,6.69E+01,3.52E+00,3.53E+00,3.84E+02,2.68E-02,3.48E-01,2.04E-02,6.76E+01,1.71E-02,-9.12E+00,3.48E-01,0,2.04E-02,0.00E+00,3.00E+08,0.00E+00,6.69E+01,0,1.69E-02,2.72E-03,5.76E+01,9.25E+00,5.83E+01,9.12E+00,1.00E+00,0.00E+00,3.48E-01,3.48E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.35E+00,9.19E+00
2,0,0,1,0,0,1,113,6.91E+01,3.52E+00,3.51E+00,-4.38E+02,1.34E-02,3.61E-01,2.12E-02,5.03E+01,1.78E-02,-8.56E+00,3.61E-01,0,2.12E-02,0.00E+00,1.01E+08,0.00E+00,6.91E+01,0,1.76E-02,2.64E-03,5.57E+01,8.38E+00,5.63E+01,8.56E+00,1.00E+00,0.00E+00,3.61E-01,3.61E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.54E+00,8.02E+00
2,1,0,1,0,0,1,113,7.13E+01,3.52E+00,3.52E+00,1.28E+02,1.50E-02,3.76E-01,2.19E-02,3.75E+01,1.83E-02,-7.82E+00,3.76E-01,0,2.19E-02,0.00E+00,1.15E+10,0.00E+00,7.13E+01,0,1.82E-02,2.49E-03,5.41E+01,7.43E+00,5.46E+01,7.82E+00,1.00E+00,0.00E+00,3.76E-01,3.76E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,4.51E-01,2.75E+01
2,0,0,1,0,0,1,113,7.35E+01,3.52E+00,3.51E+00,-4.77E+02,1.33E-02,3.90E-01,2.26E-02,2.80E+01,1.88E-02,-6.95E+00,3.90E-01,0,2.26E-02,0.00E+00,1.10E+08,0.00E+00,7.35E+01,0,1.87E-02,2.28E-03,5.27E+01,6.43E+00,5.31E+01,6.95E+00,1.00E+00,0.00E+00,3.90E-01,3.90E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.67E+00,7.35E+00
2,0,0,1,0,0,1,113,7.58E+01,52E+00,3.52E+00,-3.33E+02,2.44E-02,3.19E-02,1.34E-03,7.45E+03,1.51E-02,3.75E+01,3.19E-02,0,1.34E-03,0.00E+00,3.28E+07,0.00E+00,1.86E+01,0,1.20E-02,-9.18E-03,5.26E+01,-4.04E+01,6.63E+01,-3.75E+01,1.00E+00,0.00E+00,3.19E-02,3.19E-02,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.17E+00,1.05E+01
2,0,0,1,0,0,1,112,2.18E+01,3.52E+00,3.51E+00,-5.67E+02,2.27E-02,5.46E-02,2.37E-03,5.56E+03,1.35E-02,2.97E+01,5.46E-02,0,2.37E-03,0.00E+00,1.66E+07,0.00E+00,2.18E+01,0,1.17E-02,-6.68E-03,6.44E+01,-3.67E+01,7.42E+01,-2.97E+01,1.00E+00,0.00E+00,5.46E-02,5.46E-02,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.99E+00,6.19E+00
2,0,0,1,0,0,1,112,2.50E+01,3.52E+00,3.53E+00,-2.06E+02,2.31E-02,7.77E-02,3.55E-03,4.14E+03,1.26E-02,2.21E+01,7.77E-02,0,3.55E-03,0.00E+00,6.52E+07,0.00E+00,2.50E+01,0,1.16E-02,-4.71E-03,7.38E+01,-2.99E+01,7.97E+01,-2.21E+01,1.00E+00,0.00E+00,7.77E-02,7.77E-02,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-7.27E-01,1.71E+01
2,0,0,1,0,0,1,112,2.82E+01,3.52E+00,3.52E+00,-3.86E+02,2.35E-02,1.01E-01,4.83E-03,3.09E+03,1.21E-02,1.53E+01,1.01E-01,0,4.83E-03,0.00E+00,1.38E+08,0.00E+00,2.82E+01,0,1.16E-02,-3.17E-03,8.00E+01,-2.18E+01,8.29E+01,-1.53E+01,1.00E+00,0.00E+00,1.01E-01,1.01E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.36E+00,9.12E+00
2,0,0,1,0,0,1,112,3.14E+01,3.52E+00,3.53E+00,-3.81E+02,2.32E-02,1.24E-01,6.17E-03,2.30E+03,1.19E-02,9.44E+00,1.24E-01,0,6.17E-03,0.00E+00,1.07E+08,0.00E+00,3.14E+01,0,1.17E-02,-1.95E-03,8.29E+01,-1.38E+01,8.40E+01,-9.44E+00,1.00E+00,0.00E+00,1.24E-01,1.24E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.34E+00,9.26E+00
2,0,0,1,0,0,1,112,3.47E+01,3.52E+00,3.52E+00,-7.43E+02,2.40E-02,1.48E-01,7.53E-03,1.71E+03,1.19E-02,4.72E+00,1.48E-01,0,7.53E-03,0.00E+00,4.68E+08,0.00E+00,3.47E+01,0,1.19E-02,-9.83E-04,8.34E+01,-6.89E+00,8.37E+01,-4.72E+00,1.00E+00,0.00E+00,1.48E-01,1.48E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.62E+00,4.74E+00
2,1,0,1,0,0,1,112,3.79E+01,3.52E+00,3.51E+00,6.13E+02,2.13E-02,1.70E-01,8.89E-03,1.28E+03,1.21E-02,1.02E+00,1.70E-01,0,8.89E-03,0.00E+00,6.03E+07,0.00E+00,3.79E+01,0,1.21E-02,-2.15E-04,8.24E+01,-1.46E+00,8.24E+01,-1.02E+00,1.00E+00,0.00E+00,1.70E-01,1.70E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.15E+00,5.73E+00
2,1,0,1,0,0,1,112,4.11E+01,3.52E+00,3.52E+00,7.85E+02,2.12E-02,1.91E-01,1.02E-02,9.52E+02,1.24E-02,-1.97E+00,1.91E-01,0,1.02E-02,0.00E+00,3.42E+08,0.00E+00,4.11E+01,0,1.24E-02,4.26E-04,8.04E+01,2.76E+00,8.05E+01,1.97E+00,1.00E+00,0.00E+00,1.91E-01,1.91E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,2.76E+00,4.48E+00
2,0,0,1,0,0,1,112,4.43E+01,3.52E+00,3.52E+00,-5.22E+01,2.09E-02,2.12E-01,1.16E-02,7.10E+02,1.28E-02,-4.22E+00,2.12E-01,0,1.16E-02,0.00E+00,2.36E+08,0.00E+00,4.43E+01,0,1.28E-02,9.42E-04,7.80E+01,5.76E+00,7.82E+01,4.22E+00,1.00E+00,0.00E+00,2.12E-01,2.12E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.84E-01,6.75E+01
2,1,0,1,0,0,1,112,4.75E+01,3.52E+003.52E+00,3.51E+00,-2.16E+02,1.31E-02,4.03E-01,2.33E-02,2.09E+01,1.92E-02,-6.03E+00,4.03E-01,0,2.33E-02,0.00E+00,1.55E+08,0.00E+00,7.58E+01,0,1.91E-02,2.02E-03,5.17E+01,5.46E+00,5.20E+01,6.03E+00,1.00E+00,0.00E+00,4.03E-01,4.03E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-7.58E-01,1.63E+01
2,1,0,1,0,0,1,113,7.81E+01,3.52E+00,3.53E+00,4.82E+02,1.59E-02,4.19E-01,2.40E-02,1.55E+01,1.96E-02,-5.12E+00,4.19E-01,0,2.40E-02,0.00E+00,2.66E+08,0.00E+00,7.81E+01,0,1.95E-02,1.75E-03,5.09E+01,4.56E+00,5.11E+01,5.12E+00,1.00E+00,0.00E+00,4.19E-01,4.19E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.70E+00,7.32E+00
2,1,0,1,0,0,1,113,8.05E+01,3.52E+00,3.52E+00,3.88E+02,1.28E-02,4.31E-01,2.48E-02,1.16E+01,1.98E-02,-4.29E+00,4.31E-01,0,2.48E-02,0.00E+00,5.19E+08,0.00E+00,8.05E+01,0,1.98E-02,1.49E-03,5.03E+01,3.77E+00,5.04E+01,4.29E+00,1.00E+00,0.00E+00,4.31E-01,4.31E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.37E+00,9.07E+00
2,0,0,1,0,0,1,113,8.30E+01,3.52E+00,3.52E+00,-7.49E+01,1.78E-02,4.49E-01,2.55E-02,8.64E+00,2.00E-02,-3.54E+00,4.49E-01,0,2.55E-02,0.00E+00,3.31E+08,0.00E+00,8.30E+01,0,2.00E-02,1.24E-03,4.98E+01,3.08E+00,4.99E+01,3.54E+00,1.00E+00,0.00E+00,4.49E-01,4.49E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-2.63E-01,4.70E+01
2,0,0,1,0,0,1,113,8.53E+01,3.52E+00,3.51E+00,-2.15E+02,1.42E-02,4.63E-01,2.62E-02,6.43E+00,2.02E-02,-2.92E+00,4.63E-01,0,2.62E-02,0.00E+00,2.11E+08,0.00E+00,8.53E+01,0,2.02E-02,1.03E-03,4.95E+01,2.53E+00,4.95E+01,2.92E+00,1.00E+00,0.00E+00,4.63E-01,4.63E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-7.57E-01,1.63E+01
2,1,0,1,0,0,1,113,8.80E+01,3.52E+00,3.52E+00,2.34E+02,1.66E-02,4.80E-01,2.70E-02,4.80E+00,2.03E-02,-2.47E+00,4.80E-01,0,2.70E-02,0.00E+00,1.62E+09,0.00E+00,8.80E+01,0,2.03E-02,8.75E-04,4.92E+01,2.12E+00,4.93E+01,2.47E+00,1.00E+00,0.00E+00,4.80E-01,4.80E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,8.23E-01,1.51E+01
2,1,0,1,0,0,1,113,9.10E+01,3.52E+00,3.52E+00,2.88E+02,7.20E-03,4.87E-01,2.78E-02,3.57E+00,2.04E-02,-2.07E+00,4.87E-01,0,2.78E-02,0.00E+00,1.24E+09,0.00E+00,9.10E+01,0,2.04E-02,7.37E-04,4.90E+01,1.77E+00,4.91E+01,2.07E+00,1.00E+00,0.00E+00,4.87E-01,4.87E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.02E+00,1.22E+01
2,0,0,1,0,0,1,113,9.41E+01,3.52E+00,3.51E+00,-3.10E+02,2.87E-02,5.16E-01,2.88E-02,2.66E+00,2.05E-02,-1.88E+00,5.16E-01,0,2.88E-02,0.00E+00,1.83E+08,0.00E+00,9.41E+01,0,2.04E-02,6.70E-04,4.89E+01,1.60E+00,4.89E+01,1.88E+00,1.00E+00,0.00E+00,5.16E-01,5.16E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.09E+00,1.13E+01
2,1,0,1,0,0,1,113,9.74E+01,3.52E+00,3.52E+00,1.65E+02,1.72E-03,5.18E-01,2.97E-02,1.99E+00,2.05E-02,-1.69E+00,5.18E-01,0,2.97E-02,0.00E+00,1.89E+09,0.00E+00,9.74E+01,0,2.05E-02,6.05E-04,4.88E+01,1.44E+00,4.88E+01,1.69E+00,1.00E+00,0.00E+00,5.18E-01,5.18E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,5.80E-01,2.14E+01
2,1,0,1,0,0,1,113,1.00E+02,3.52E+00,3.52E+00,3.36E+02,3.84E-02,5.56E-01,3.06E-02,1.48E+00,2.05E-02,-1.59E+00,5.56E-01,0,3.06E-02,0.00E+00,6.52E+08,0.00E+00,1.00E+02,0,2.05E-02,5.71E-04,4.87E+01,1.35E+00,4.87E+01,1.59E+00,1.00E+00,0.00E+00,5.56E-01,5.56E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.18E+00,1.05E+01
2,0,0,1,0,0,1,113,1.04E+02,3.52E+00,3.51E+00,-3.97E+02,1.51E-02,5.71E-01,3.17E-02,1.10E+00,2.06E-02,-1.69E+00,5.71E-01,0,3.17E-02,0.00E+00,1.70E+08,0.00E+00,1.04E+02,0,2.06E-02,6.09E-04,4.85E+01,1.43E+00,4.86E+01,1.69E+00,1.00E+00,0.00E+00,5.71E-01,5.71E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.39E+00,8.84E+00
2,0,0,1,0,0,1,113,1.07E+02,3.52E+00,3.51E+00,-2.51E+02,-1.60E-02,5.55E-01,3.25E-02,8.22E-01,2.07E-02,-1.81E+00,5.55E-01,0,3.17E-02,8.06E-04,1.65E+08,0.00E+00,1.07E+02,0,2.06E-02,6.53E-04,4.84E+01,1.53E+00,4.84E+01,1.81E+00,1.00E+00,0.00E+00,5.55E-01,5.55E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-8.81E-01,1.40E+01
2,1,0,1,0,0,1,113,1.14E+02,3.52E+00,3.52E+00,2.63E+02,3.28E-02,5.88E-01,3.44E-02,6.12E-01,2.07E-02,-2.07E+00,5.88E-01,0,3.36E-02,8.06E-04,1.79E+09,0.00E+00,1.14E+02,0,2.07E-02,7.49E-04,4.82E+01,1.74E+00,4.83E+01,2.07E+00,1.00E+00,0.00E+00,5.88E-01,5.88E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,9.27E-01,1.34E+01
2,1,0,1,0,0,1,113,1.18E+02,3.52E+00,3.53E+00,4.79E+02,6.08E-02,6.49E-01,3.58E-02,4.56E-01,2.08E-02,-2.35E+00,6.49E-01,0,3.50E-02,8.06E-04,3.95E+08,0.00E+00,1.18E+02,0,2.08E-02,8.53E-04,4.80E+01,1.97E+00,4.81E+01,2.35E+00,1.00E+00,0.00E+00,6.49E-01,6.49E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.69E+00,7.36E+00
2,1,0,1,0,0,1,113,1.25E+02,3.52E+00,3.52E+00,2.63E+02,7.63E-02,7.25E-01,3.77E-02,3.40E-01,2.09E-02,-2.79E+00,7.25E-01,0,3.69E-02,8.06E-04,1.44E+09,0.00E+00,1.25E+02,0,2.09E-02,1.02E-03,4.77E+01,2.33E+00,4.78E+01,2.79E+00,1.00E+00,0.00E+00,7.25E-01,7.25E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,9.26E-01,1.34E+01
2,0,0,1,0,0,1,113,1.33E+02,3.52E+00,3.52E+00,-1.30E+02,5.02E-02,7.75E-01,4.00E-02,2.54E-01,2.11E-02,-3.34E+00,7.75E-01,0,3.92E-02,8.06E-04,4.46E+08,0.00E+00,1.33E+02,0,2.11E-02,1.23E-03,4.73E+01,2.76E+00,4.74E+01,3.34E+00,1.00E+00,0.00E+00,7.75E-01,7.75E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-4.59E-01,2.69E+01
2,0,0,1,0,0,1,113,1.44E+02,3.52E+00,3.51E+00,-3.88E+02,4.71E-03,7.80E-01,4.31E-02,1.89E-01,2.13E-02,-4.05E+00,7.80E-01,0,4.23E-02,8.06E-04,2.33E+08,0.00E+00,1.44E+02,0,2.12E-02,1.50E-03,4.69E+01,3.32E+00,4.70E+01,4.05E+00,1.00E+00,0.00E+00,7.80E-01,7.80E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.36E+00,9.05E+00
2,0,0,1,0,0,1,113,1.59E+02,3.52E+00,3.51E+00,-3.97E+02,-4.69E-02,7.33E-01,4.74E-02,1.42E-01,2.15E-02,-4.70E+00,7.33E-01,0,4.23E-02,5.11E-03,2.19E+08,0.00E+00,1.59E+02,0,2.14E-02,1.76E-03,4.64E+01,3.82E+00,4.66E+01,4.70E+00,1.00E+00,0.00E+00,7.33E-01,7.33E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.39E+00,8.83E+00
2,0,0,1,0,0,1,113,1.80E+02,3.52E+00,3.51E+00,-1.83E+02,-1.97E-02,7.13E-01,5.30E-02,1.05E-01,2.18E-02,-5.53E+00,7.13E-01,0,4.23E-02,1.07E-02,2.13E+08,0.00E+00,1.80E+02,0,2.17E-02,2.10E-03,4.57E+01,4.42E+00,4.59E+01,5.53E+00,1.00E+00,0.00E+00,7.13E-01,7.13E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-6.43E-01,1.92E+01
2,1,0,1,0,0,1,113,2.07E+02,3.52E+00,3.52E+00,1.75E+02,6.92E-02,7.82E-01,5.99E-02,7.92E-02,2.22E-02,-6.57E+00,7.82E-01,0,4.93E-02,1.07E-02,2.47E+09,0.00E+00,2.07E+02,0,2.20E-02,2.54E-03,4.48E+01,5.16E+00,4.51E+01,6.57E+00,1.00E+00,0.00E+00,7.82E-01,7.82E-01,0.00E+00,3.52E+00,0.00E+00,0.00E+00,6.16E-01,2.01E+01
2,1,0,1,0,0,1,113,2.43E+02,3.52E+00,3.53E+00,3.79E+02,2.19E-01,1.00E+00,6.95E-02,5.82E-02,2.27E-02,-7.65E+00,1.00E+00,0,5.88E-02,1.07E-02,9.06E+08,0.00E+00,2.43E+02,0,2.25E-02,3.02E-03,4.37E+01,5.87E+00,4.41E+01,7.65E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.34E+00,9.31E+00
2,1,0,1,0,0,1,113,2.91E+02,3.52E+00,3.53E+00,3.91E+02,4.54E-01,1.46E+00,8.24E-02,4.42E-02,2.32E-02,-8.39E+00,1.46E+00,0,7.17E-02,1.07E-02,9.18E+08,0.00E+00,2.91E+02,0,2.30E-02,3.39E-03,4.26E+01,6.28E+00,4.30E+01,8.39E+00,1.00E+00,0.00E+00,1.46E+00,1.46E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,1.38E+00,9.02E+00
2,1,0,1,0,0,1,113,3.56E+02,3.52E+00,3.52E+00,1.78E+02,4.26E-01,1.88E+00,9.87E-02,3.26E-02,2.40E-02,-9.51E+00,1.88E+00,0,8.80E-02,1.07E-02,3.58E+09,0.00E+00,3.56E+02,0,2.37E-02,3.97E-03,4.10E+01,6.87E+00,4.16E+01,9.51E+00,1.00E+00,0.00E+00,1.88E+00,1.88E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,6.26E-01,1.98E+01
2,1,0,1,0,0,1,113,4.43E+02,3.52E+00,3.52E+00,9.62E+01,2.61E-01,2.14E+00,1.19E-01,2.33E-02,2.50E-02,-1.02E+01,2.14E+00,0,1.09E-01,1.07E-02,4.90E+10,0.00E+00,4.43E+02,0,2.46E-02,4.42E-03,3.94E+01,7.09E+00,4.01E+01,1.02E+01,9.99E-01,0.00E+00,2.14E+00,2.14E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,3.39E-01,3.66E+01
2,0,0,1,0,0,1,113,5.60E+02,3.52E+00,3.51E+00,-2.77E+02,-3.82E-02,2.10E+00,1.45E-01,1.86E-02,2.55E-02,-1.15E+01,2.10E+00,0,1.09E-01,3.68E-02,4.81E+10,0.00E+00,5.60E+02,0,2.50E-02,5.07E-03,3.84E+01,7.79E+00,3.92E+01,1.15E+01,9.99E-01,0.00E+00,2.10E+00,2.10E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-9.72E-01,1.27E+01
2,0,0,1,0,0,1,113,7.16E+02,3.52E+00,3.51E+00,-3.21E+02,-1.00E+00,1.10E+00,1.82E-01,1.40E-02,2.65E-02,-1.16E+01,1.10E+00,0,1.09E-01,7.33E-02,2.52E+10,0.00E+00,7.16E+02,0,2.60E-02,5.35E-03,3.69E+01,7.61E+00,3.77E+01,1.16E+01,1.00E+00,0.00E+00,1.10E+00,1.10E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.13E+00,1.09E+01
2,0,0,1,0,0,1,113,9.27E+02,3.52E+00,3.51E+00,-3.33E+02,3.14E-01,1.42E+00,2.27E-01,9.31E-03,2.74E-02,-1.35E+01,1.42E+00,0,1.54E-01,7.33E-02,3.86E+08,0.00E+00,9.27E+02,0,2.67E-02,6.40E-03,3.55E+01,8.51E+00,3.65E+01,1.35E+01,1.00E+00,0.00E+00,1.42E+00,1.42E+00,0.00E+00,3.52E+00,0.00E+00,0.00E+00,-1.17E+00,1.05E+01
3,1,0,0,1,0,2,115,9.27E+02,0.00E+00,3.51E+00,0.00E+00,1.17E-03,1.42E+00,2.27E-01,0.00E+00,0.00E+00,0.00E+00,1.42E+00,0,1.54E-01,7.33E-02,8.11E+08,0.00E+00,9.27E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.42E+00,1.42E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1,1,0,1,0,0,3,112,9.37E+02,8.00E+03,3.67E+00,8.00E+03,4.45E-03,1.42E+00,2.27E-01,0.00E+00,0.00E+00,0.00E+00,1.42E+00,0,1.54E-01,7.33E-02,3.42E+07,0.00E+00,9.37E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.42E+00,1.42E+00,0.00E+00,0.00E+00,8.00E+03,0.00E+00,2.94E+01,4.59E-01
1,1,0,1,1,0,3,112,9.37E+02,8.00E+03,3.67E+00,8.00E+03,4.44E-03,1.43E+00,2.27E-01,0.00E+00,0.00E+00,0.00E+00,1.43E+00,0,1.54E-01,7.33E-02,3.39E+07,0.00E+00,9.37E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.43E+00,1.43E+00,0.00E+00,0.00E+00,8.00E+03,0.00E+00,2.94E+01,4.59E-01
1,1,0,1,0,0,3,112,9.67E+02,8.00E+03,3.77E+00,8.00E+03,6.67E+01,6.81E+01,4.77E-01,0.00E+00,0.00E+00,0.00E+00,6.81E+01,0,4.03E-01,7.33E-02,9.82E+08,0.00E+00,9.67E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.83E-01,0.00E+00,6.81E+01,6.81E+01,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.02E+01,4.71E-01
1,1,0,1,0,0,3,112,9.97E+02,8.00E+03,3.80E+00,8.00E+03,6.67E+01,1.35E+02,7.29E-01,0.00E+00,0.00E+00,0.00E+00,1.35E+02,0,6.56E-01,7.33E-02,1.77E+09,0.00E+00,9.97E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.66E-01,0.00E+00,1.35E+02,1.35E+02,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.04E+01,4.74E-01
1,1,0,1,0,0,3,112,1.03E+03,8.00E+03,3.81E+00,8.00E+03,6.67E+01,2.01E+02,9.83E-01,0.00E+00,0.00E+00,0.00E+00,2.01E+02,0,9.09E-01,7.33E-02,2.51E+09,0.00E+00,1.03E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E-01,0.00E+00,2.01E+02,2.01E+02,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.05E+01,4.76E-01
